what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302173623552
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1302173625458
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302173632565
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302173637107
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302173638327
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302173645450
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302173715042
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302173726997
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302173745411
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302173746321
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302173750583
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302173781304
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302173781476
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302173782293
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302173786930
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302173787625
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302173793468
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302173802551
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302173833081
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302173835726
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302173843979
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302173845954
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302173846320
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302173847522
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302173849562
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1302173861585
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302173862351
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1302173864135
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302173870393
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302173873276
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302173883759
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302173883916
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302173885944
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302173908257
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302173912272
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302173918302
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302173941749
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302174557269
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302174558571
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302175865034
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302175866237
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302175877669
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302175884133
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302177733814
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302177742117
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302177745786
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302177748573
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302178929808
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302178936549
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302179282896
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302179292515
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302220065291
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302220066508
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302220067042
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302220083692
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302220123446
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302220125446
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302220151538
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302220152551
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302220161509
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302220168597
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302220171031
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1302220174966
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302220176211
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302220179913
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302220187477
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1302220193462
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1302220194141
stopped,bundle,org.eclipse.ant.launching,1.0.1.v20101020_r362,"org.eclipse.ant.launching",1302220194407
stopped,bundle,org.eclipse.compare.win32,1.0.101.R36x_v20101103-0618,"org.eclipse.compare.win32",1302220194565
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1302220194681
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1302220194863
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1302220194863
stopped,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1302220194863
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1302220195164
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1302220195666
stopped,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1302220196214
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1302220196452
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.304.v201101251958,"org.eclipse.wst.xsd.ui",1302220196628
stopped,bundle,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui",1302220196773
stopped,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1302220196909
stopped,bundle,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui",1302220196999
stopped,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1302220196999
stopped,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1302220196999
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.resources",1302220197151
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1302220197151
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1302220197151
stopped,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1302220197151
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1302226740186
started,bundle,org.eclipse.osgi,3.6.2.R36x_v20110210,"org.eclipse.osgi",1302226740188
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1302226740210
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1302226740222
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1302226740247
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1302226740285
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1302226740300
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1302226740320
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1302226740336
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1302226740459
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1302226740465
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1302226740521
started,bundle,org.eclipse.core.resources,3.6.1.R36x_v20110131-1630,"org.eclipse.core.resources",1302226740561
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1302226740606
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1302226740647
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1302226740659
