what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302266633569
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302266633653
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302266633697
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302266637759
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302266638160
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302266641845
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302266647170
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302266647269
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302266647285
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302266648798
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302266683985
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302266693749
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302266701580
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302266936313
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302266939202
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1302266939404
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302266955749
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302266962037
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302266962070
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302266962600
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302267028513
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302268372781
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302268376196
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302269218069
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302269221810
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302269292942
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302269295306
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302269299078
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302269350019
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302269366990
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302269371779
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302269378463
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302269396483
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302269428532
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302269429282
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302269433843
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302269470842
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302270054206
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302270055027
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302270099865
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302270114053
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302270185692
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302270193684
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302270224359
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302270233275
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302270254269
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1302270263029
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1302270263141
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1302270263276
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1302270263420
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1302270267789
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1302270267947
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1302270268108
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1302270268277
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302270269773
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302270275199
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302270275359
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302270276744
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302270280337
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302270312373
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302270314694
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.add.unimplemented.constructors",1302270314952
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302270324110
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302270325664
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302270332023
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302270333405
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302270339963
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302270340062
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302270343576
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302270356571
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302270356724
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302270360427
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302270389163
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302270396499
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302270400847
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302270432226
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302270443078
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302270519317
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302270555857
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302270557750
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302270567896
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302270592877
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302270607391
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302270651572
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302270659301
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302271430032
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1302271432408
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302271456984
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302271496816
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302271498604
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302271517341
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1302271517356
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302271519117
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302273290870
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302273292274
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302273293381
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302273302147
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302273352462
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302273354755
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302273551679
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302273563115
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302273563196
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302273567004
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302273630703
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302273631690
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302273632797
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302273634535
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302273642731
